,date,location,position,rating,employee_type,title,pros,cons,recommander,approbation du pdg,perspective commerciale,employment_duration,group,grade,grade_hierarchical,sous_theme_pro: Autonomie et liberté d’action / confiance,sous_theme_con: Autonomie et liberté d’action / confiance,sous_theme_pro: Travail stimulant/ satisfaction dans le travail/ sens du travail / motivation,sous_theme_con: Travail stimulant/ satisfaction dans le travail/ sens du travail / motivation,sous_theme_pro: Opportunité de développement professionnel,sous_theme_con: Opportunité de développement professionnel,sous_theme_pro: Ambiance et collaboration en équipe / appartenance à l’entreprise,sous_theme_con: Ambiance et collaboration en équipe / appartenance à l’entreprise,sous_theme_pro: Bienveillance managériale et reconnaissance / qualité de l’encadrement,sous_theme_con: Bienveillance managériale et reconnaissance / qualité de l’encadrement,sous_theme_pro: Outils et infrastructures,sous_theme_con: Outils et infrastructures,sous_theme_pro: Flexibilité,sous_theme_con: Flexibilité,sous_theme_pro: Equilibre vie privée - vie professionnelle,sous_theme_con: Equilibre vie privée - vie professionnelle,sous_theme_pro: Charge de travail / travail stressant,sous_theme_con: Charge de travail / travail stressant,sous_theme_pro: Aspect financier,sous_theme_con: Aspect financier,theme_pro: Contenu et exécution du travail,theme_con: Contenu et exécution du travail,theme_pro: Environnement de travail,theme_con: Environnement de travail,theme_pro: Aménagement du travail,theme_con: Aménagement du travail,theme_pro: Aspect financier,theme_con: Aspect financier,source
66,2024-01-13,Paris,Junior Controller,3,"Ancien stagiaire, moins d'un an",Expérience globale,- Bon gestionnaire ; - Avantages pour les employés,- Environnement de travail stressant ; - Longues heures de travail,1,0,0,0.5,8,Controller,Intermédiaire,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,0,0,deloitte
67,2021-06-10,Paris,Business Development Manager,5,Ancien stagiaire,Expérience incroyable,"Esprit d'équipe, professionnalisme, ouverture d'esprit.",Peu de temps au bureau,0,0,0,,8,Manager,Senior,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,0,0,deloitte
68,2020-12-03,Paris,Business Analyst,4,Employé actuel,Sympa,Bon environnement et gens agréables.,Pas de réel inconvénient avec cela,1,0,1,,8,Analyst,Junior,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,deloitte
69,2023-12-24,Paris,Junior Data Scientist,4,Ancien stagiaire,Bonne expérience,Sujet formidable et diversité des missions,Culture de travail et environnement pas génial,0,0,0,,8,Unknown,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,deloitte
70,2022-11-06,Paris,Senior Consultant,3,Employé actuel,Pas génial,"bon client, équipe jeune et sympa","""salaire faible, manager peu abordable""",0,0,0,,8,Unknown,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,deloitte
71,2024-03-28,Paris,Manager,5,Employé actuel,Super,Super endroit où travailler.,Beaucoup d'heures de travail pendant la saison,0,0,0,,8,Manager,Senior,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,2,0,0,deloitte
72,2022-05-06,Paris,Senior Manager - Audit,4,"Ancien employé, plus de 10&nbsp;ans",Superbe formation,Beaucoup de formation et expérience ultra formatrice; Beaucoup d'opportunité de découvrir de multiples entreprises et secteurs d'activité,"Beaucoup de travail, parfois ingrat",1,0,1,12,8,Manager,Senior,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,2,0,0,deloitte
73,2023-08-04,Lyon,MANAGER AUDIT,3,"Ancien employé, plus de 5&nbsp;ans",Manager audit,Polyvalence des missions et des secteurs Management,Longues heures de travail Reconnaissance pas toujours à la hauteur,0,0,0,6.5,8,Manager,Senior,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,deloitte
74,2020-12-05,Paris,Transaction Services Associate,2,Employé actuel,Bonne expérience,"Bon nom à avoir sur le cv, clients intéressants",Horaires de travail importants et management à revoir,0,0,0,,8,Associate,Senior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,deloitte
75,2021-11-24,Paris,Consultant,4,Employé actuel,Bonne formation,"Bonne formation, connue internationalement, gens sympathiques.","""pas le meilleur salaire, heures de travail longues""",1,1,1,,8,Unknown,Unknown,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,2,0,1,deloitte
76,2022-11-29,Paris,Stagiaire anonyme,5,"Ancien stagiaire, moins d'un an",Environnement de travail,"Deloitte accueille tout le monde sans distinction de genre, de religion ou de race. Leur valeur d'inclusion et de diversité est honnête et réelle.","""Je ne peux penser à aucun inconvénient à part la charge de travail qui peut devenir élevée parfois, mais cela arrive dans toutes les entreprises.""",1,1,1,0.5,8,Unknown,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,0,0,deloitte
77,2023-08-04,Paris,Auditor,4,Ancien employé,Assez bon,L'atmosphère et le salaire sont bons.,politique de congés très faible,0,0,0,,8,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,deloitte
78,2023-06-18,Paris,Financial Auditor,2,Employé actuel,Auditeur financier,Vraiment un bon endroit où être.,Turnover horrible et dealflow qui affectent vraiment l'expérience,0,0,0,,8,Unknown,Unknown,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,deloitte
79,2023-09-30,Paris,Auditor,3,"Ancien employé, plus d'un an",Super expérience,Excellente expérience pour commencer une carrière dans la finance.,Longues heures Pas de bonus et faible partage des bénéfices au niveau junior,1,0,0,2,8,Unknown,Unknown,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,0,0,2,0,1,deloitte
80,2021-06-28,Paris,Senior Auditor,4,"Ancien employé, plus de 3&nbsp;ans",Super expérience,Rythme rapide + clients diversifiés et il est facile d'être à jour avec la réglementation.,L'équilibre travail-vie personnelle n'existe pas,1,0,1,4,8,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,deloitte
81,2019-08-06,Strasbourg,Audit Manager,5,"Ancien employé, plus de 5&nbsp;ans",Expérience très formatrice,"Apprentissage accéléré, vue d'ensemble des métiers du secteur de la finance, prise de responsabilité rapide au sein du cabinet et auprès des clients, autonomie acquise rapidement","Charge de travail importante, la nécessité de prioriser devient très importante pour gérer au mieux son temps",1,0,1,6.5,8,Manager,Senior,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,2,0,0,deloitte
82,2023-07-16,France,Manager,5,Employé actuel,Super,"Tout est super ici, aucune plainte.",Rien à signaler actuellement,0,0,0,,8,Manager,Senior,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,deloitte
83,2022-02-28,Paris,Consultant Junior,3,Employé actuel,Bonne culture,"Bonne culture, missions variées et intéressantes",Parfois longs horaires pour le salaire,0,0,0,,8,Unknown,Unknown,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,1,0,0,2,0,1,deloitte
84,2023-06-25,Paris,Auditor,4,Ancien stagiaire,Auditeur junior,Bon stage Bonne structure Bon salaire,"Équilibre travail-vie personnelle, tâches répétitives",0,0,0,,8,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,deloitte
85,2024-03-29,Paris,Consultant cybersécurité,3,Ancien employé,Deloitte,equipe jeune et large choix de missions,Mauvais encadrement de la part des manager,0,0,0,,8,Unknown,Unknown,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,deloitte
86,2020-11-23,Paris,Manager,4,Employé actuel,Super mais peut s'améliorer,"Les gens et la culture, ainsi que des clients de haut profil.",L'équilibre travail-vie personnelle peut être assez difficile,0,0,0,,8,Manager,Senior,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,0,0,deloitte
87,2023-06-06,Paris,auditeur financier externe,5,"Employé actuel, plus de 3&nbsp;ans",Auditeur financier externe,Apprentissage des comptes GLs et évolution annuelle,Les trajets chez les clients assez longs,1,1,1,4,8,Unknown,Unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,deloitte
88,2018-05-02,Lyon,Valuation Consultant,3,"Stagiaire actuel, moins d'un an",Intense,- Emplois bien rémunérés; - Bonnes possibilités de sorties; - Equipes très jeunes,- Horaires chargés; - Ambiance de travail assez terne; - Hiérarchie stricte et pyramidale; - Juniors peu aidés,0,0,0,0.5,8,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,deloitte
89,2021-01-27,Paris,Financial Risk Consultant,4,"Employé actuel, plus de 3&nbsp;ans",Bonne école en début de carrière,"Bonne ambiance, équipes jeunes, possibilité de travailler sur des sujets divers et avec d'autres équipes si on en fait la demande. Beaucoup de bienveillance de la part des managers et au-dessus","Pas de variable avant le grade de Senior consultant, pas d'intéressement ni de participation. Il faut faire attention à ne pas être staffé tout le temps sur le même type de mission",1,0,0,4,8,Unknown,Unknown,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,1,0,1,deloitte
90,2022-03-25,Paris,Valuation Analyst,4,"Employé actuel, plus d'un an",Très bonne école,- Formation; - Equipe jeune; - Dossiers intéressants,"- Rémunération peu compétitive avec les cabinets plus petits, mais en ligne avec les autres Big 4",1,1,1,2,8,Analyst,Junior,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,deloitte
91,2023-04-17,Paris,Associate,1,"Ancien employé, moins d'un an",Entreprise,"Aucun avantage observé, beaucoup de travail.","""Pas de temps libre, pas de boissons après le travail""",0,0,0,0.5,8,Associate,Senior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,2,0,0,deloitte
92,2023-06-05,Paris,Auditor,5,Employé actuel,Bien,"Ticket resto, RTT, JATT et bien d'autre",heure de travail peut être importanT.,0,0,0,,8,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deloitte
93,2023-05-28,Paris,Consultant,2,"Employé actuel, moins d'un an",Mauvause ambiance,Mission inintéressante sur un choix large d'activités,Mauvaise ambiance suite à manque d’événements professionnel et à l'absence de règles concernant le télétravail,0,0,0,0.5,8,Unknown,Unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,deloitte
94,2023-05-05,Paris,Internship,5,"Ancien stagiaire, moins d'un an",Super endroit pour travailler,Courbe d'apprentissage raide et bonne formation.,"""Aucun inconvénient, expérience globalement positive""",1,1,1,0.5,8,Unknown,Unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,deloitte
95,2023-06-25,Paris,Audit Senior,4,Ancien employé,Bonne ambiance,Bonne ambiance et travail équipe,Il n’y a pas d’inconvénient particulier,0,0,0,,8,Unknown,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,deloitte
96,2023-03-07,Paris,Audit Senior Associate,3,"Employé actuel, plus d'un an",Salaire.,Salaire Senior Associate II : 60K Brut par année.,Charge de travail Pas trop de staffing.,0,0,0,2,9,Associate,Senior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,deloitte
97,2023-11-03,Paris,Account Director,3,"Ancien employé, plus de 10&nbsp;ans",Revue,Une bonne expérience pour votre CV,Environnement très stressant,-1,-1,-1,12,10,Director,Direction,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,deloitte
98,2024-02-18,Paris,Junior Consultant,5,Employé actuel,Très bonne expérience,"Bonne gestion, expérience très intéressante.",Vous devez être prêt à travailler beaucoup d'heures,0,0,0,,10,Unknown,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,deloitte
99,2024-01-22,Paris,Internship,4,Ancien stagiaire,Deloitte,Les gens sont formidables dans cette entreprise.,Le projet n'était pas toujours intéressant,0,0,0,,10,Unknown,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,deloitte
100,2021-10-11,Paris,Senior Proposal Manager,2,Ancien employé,Formateur mais très rude avec des discriminations,2 jours de télé-travail par semaine,Véritable usine ou la concurrence entre collègue est très rude. Discriminations raciales et aucune gestion des ressources humaines on se sent comme un numéro.,-1,0,-1,,10,Manager,Senior,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,1,0,0,deloitte
101,2021-01-12,Paris,Intern,5,"Ancien stagiaire, plus d'un an",Stagiaire en audit,"Bonne expérience, équipes sympathiques et bon soutien.","""Difficile d'obtenir des congés, difficile de maintenir un bon équilibre travail-vie personnelle avec des dossiers importants""",1,1,1,2,10,Unknown,Unknown,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,2,0,0,3,0,0,deloitte
102,2023-06-26,Paris,"Consultant, Risk Advisory",4,"Employé actuel, plus d'un an",REX 2 ans,Mutuelle - ambiance - missions intéressantes - RTT,charge de travail et pression,0,0,0,2,10,Unknown,Unknown,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,2,0,0,deloitte
103,2024-02-16,Paris,Consultant Senior,4,Ancien employé,Bonne entreprise,"De grandes équipes, de bons projets et un agréable environnement de travail.","""Comme tous les grands cabinets de conseil, trop strict et pas flexible""",0,0,0,,10,Unknown,Unknown,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,3,0,0,deloitte
104,2021-10-10,Paris,Stagiaire anonyme,5,"Stagiaire actuel, moins d'un an",Très belle expérience,"Très bonne équipe, tous bienveillants",Aucun inconvénient dont je me souvienne,1,1,1,0.5,10,Unknown,Unknown,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,deloitte
105,2023-04-20,Paris,Junior Consultant,3,Ancien employé,Un endroit pour apprendre mais facile d'être débordé,- Expérience d'apprentissage - Structure - Diversité des projets et des clients,- équilibre travail-vie personnelle - Beaucoup de travail - Certains projets ou clients peuvent poser des problèmes éthiques,0,0,0,,10,Unknown,Unknown,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,2,0,0,deloitte
106,2022-10-18,Paris,Audit Senior,3,Employé actuel,Super,C'est une excellente expérience pour commencer.,C'est une expérience stressante après des années,0,0,0,,10,Unknown,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,deloitte
107,2023-06-21,Paris,consultant en évaluation financière ,4,Employé actuel,Financial Advisory à Deloitte,Beaucoup de subventions et aides,"Une grande charge de travail, et peu de congés que tu pourrais toi meme choisir",1,0,0,,10,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,deloitte
108,2021-05-05,Paris,Consultant,5,Employé actuel,Bon,Rien à signaler à propos de Deloitte.,Les salaires sont assez bas pour une charge de travail conséquente,0,0,0,,10,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,0,1,deloitte
109,2024-01-21,Paris,IT Auditor,5,"Employé actuel, plus d'un an",audit IT,"bon salaire, apprentissages, bon travail","""personne, tout va bien""",1,0,1,2,10,Unknown,Unknown,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,deloitte
110,2022-04-14,Paris,Associate,3,Employé actuel,Niveau d'entrée,"équilibre vie-travail, couverture mondiale, apprentissage","""trop de politique de bureau, culture de promotion""",0,0,0,,11,Associate,Senior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,deloitte
111,2023-08-07,Paris,Stagiaire,3,Employé actuel,mitigé,"environnement dynamique , prestigieux, salaire, avantages","charge de travail, equilibre vie pro/perso",0,0,0,,11,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,3,1,0,deloitte
112,2022-11-28,Paris,Data Scientist Intern,5,"Ancien employé, moins d'un an",Projet R&D en tant que Data Scientist Stagiaire,Bon esprit d'équipe Sujet très intéressant Télétravail autorisé,Je ne verrai pas si le projet sur lequel je travaille va continuer ou non,0,0,0,0.5,12,Unknown,Unknown,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,deloitte
113,2022-01-11,Paris,Consultant,5,"Ancien employé, plus d'un an",Super,De superbes opportunités de croissance au sein de l'entreprise. Des missions intéressantes.,"""Les heures peuvent être longues, la gestion peut être inégale.""",1,1,1,2,12,Unknown,Unknown,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,2,0,0,deloitte
114,2022-09-27,Paris,External Auditor,4,"Ancien employé, plus de 3&nbsp;ans","""Expérience globale positive, permet de grandir et d'apprendre""","Beaucoup d'apprentissage, de croissance et d'évolution ; En 2/3 ans déjà responsable d'équipes ce qui est intéressant et un ""fast-track"" vers la gestion.",Charge de travail très importante ; très peu voire pas d'équilibre travail-vie personnelle,1,0,1,4,12,Unknown,Unknown,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,2,0,0,deloitte
115,2022-03-02,Paris,Auditeur Financier,5,"Stagiaire actuel, moins d'un an",Retour expérience stage,"Congés stagiaire, tickets resto, remboursement transport","Arbitrage vie privée vie professionnelle à penser et bien gérer, mais réaliste et convenable pour le grade",1,0,1,0.5,13,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,1,0,deloitte
116,2022-03-01,Paris,Order to Cash,4,"Stagiaire actuel, moins d'un an",Stage Order to Cash,Equipe et locaux très appréciable,Bureaux séparés des métiers traditionnels de la firme,0,0,0,0.5,13,Unknown,Unknown,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,deloitte
117,2023-06-12,Paris,Data Scientist,4,"Employé actuel, plus de 3&nbsp;ans",Bien si on veut faire de la finance,"très bon équilibre entre travail et vie personnelle, bonne formation pour les jeunes diplômés afin d'apprendre la rigueur et la structuration","pas assez de sujets techniques, surtout pour les data scientists ; la rémunération n'est pas si bonne",-1,-1,1,4,13,Unknown,Unknown,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,0,1,deloitte
118,2023-02-15,Paris,Senior Auditor,4,"Ancien employé, plus de 3&nbsp;ans",Bien pour le CV mais mauvais pour la vie sociale,Chemin facile pour la direction et être impliqué avec des personnes de haut niveau dans la direction.,Environnement trop rapide. Pas nécessairement de temps pour l'anticipation. Turnover élevé.,0,0,1,4,13,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,deloitte
119,2022-03-06,Paris,Manager,5,"Employé actuel, plus de 5&nbsp;ans",bon,"courbe d'apprentissage, personnes et salaire",je ne vois rien contre l'entreprise,1,1,1,6.5,13,Manager,Senior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,deloitte
120,2023-12-26,Paris,Human Resources Assistant,5,"Stagiaire actuel, moins d'un an",Stage,"Diversité, inclusion, bon équilibre travail-vie personnelle",Rien à signaler,0,0,0,0.5,13,Assistant,Junior,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,deloitte
121,2023-05-29,Paris,Stagiaire,3,Ancien stagiaire,Bonne entreprise,- salaire - bon endroit pour travailler - heures flexibles,- atmosphère - gestion - évolution,0,0,0,,13,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,1,0,deloitte
122,2022-03-27,Paris,Senior Consultant,4,"Employé actuel, plus de 3&nbsp;ans",Poste intense mais avec de belles opportunités d’évolution,Charge de travail conséquente mais fluctuante dans l’année; Encadrement humain ; Missions intéressantes ; Bonne ambiance,Forte charge de travail ; Temps d’adaption et d’intégration conséquent du au COVID,1,1,1,4,13,Unknown,Unknown,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,deloitte
123,2022-09-08,Paris,Manager,3,"Ancien employé, plus d'un an",Expérience dans un Big,L'avantage de faire un Big est d'avoir une bonne méthodologie de travail que ce soit en audit ou en conseil.,Le management peut être complètement en déphasage ou non transparent. Ce qui peut être source de frustration.,-1,0,1,2,13,Manager,Senior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deloitte
124,2021-04-12,Paris,Consultant,4,"Employé actuel, plus d'un an",Super endroit pour travailler,"Dynamique, responsabilités, autonomie et salaire compétitif.","""Stressant, Chronophage, Équilibre de vie""",1,0,0,2,13,Unknown,Unknown,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,0,0,2,1,0,deloitte
125,2022-05-06,Nantes,Assistant Manager,3,"Employé actuel, plus d'un an","Un big Four, il ne faut pas s'attendre à l'impossible",Les missions changent souvent et sont interessante. Une équipe très sympathique et bienveillante.,"Il y a du taff, il ne faut pas compter ses heures.",1,0,0,2,13,Manager,Senior,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,deloitte
126,2022-02-28,Paris,consultant senior sirh,5,"Employé actuel, plus de 3&nbsp;ans",Très bon apprentissage,- Intelligence collective; - Esprit d'équipe; - Excellence professionnelle,- Accompagnement RH; - Equilibre pro / perso,1,1,1,4,13,Unknown,Unknown,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,2,0,0,deloitte
127,2021-01-19,Paris,Audit Assistant,2,"Employé actuel, moins d'un an",Différences de salaire très larges,"Bonne ambiance de travail et bureaux, la mobilité de carrière est une possibilité.","""pas de """"participation et intéressement"""", les salaires varient beaucoup en fonction de votre école en ignorant l'expérience professionnelle précédente. Vous passez également beaucoup de temps sur des e-learnings inutiles qui n'ont aucune valeur ajoutée""",-1,0,0,0.5,13,Assistant,Junior,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,1,deloitte
128,2024-02-28,Paris,Senior Consultant,5,Employé actuel,Bel endroit pour acquérir de l'expérience,Endroit agréable et amical où travailler.,Je ne vois pas beaucoup de points négatifs,0,0,0,,13,Unknown,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,deloitte
129,2023-06-21,Paris,Auditeur Junior,4,Employé actuel,Bien,"Changements de mission, equipe jeune, mission variés","Horaires consequentes, pas de prime",0,0,0,,13,Unknown,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,deloitte
130,2024-03-29,Paris,Auditeur Junior,4,"Employé actuel, plus d'un an",Très bon cabinet,"Bonne ambiance, travail d’équipe, bon encadrement","Pas de Prime, Pas d’intéressements",0,0,0,2,13,Unknown,Unknown,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,deloitte
131,2024-02-09,Paris,Senior Manager,3,"Ancien employé, plus de 10&nbsp;ans",expérience difficile mais précieuse,"grande variété de missions, de nombreuses ressources disponibles à choisir, beau bureau",les augmentations de salaire sont en dessous des attentes. La direction n'hésitera pas à licencier des dizaines de personnes si l'équipe ne atteint pas ses objectifs,0,1,0,12,13,Manager,Senior,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,deloitte
